name,comm_code,census_year,population,occupied dwellings,persons per unit,notes
QUEENSLAND,QLD,1982,6053,1712,3.54,
COPPERFIELD,CPF,2013,9006,3101,2.9,
BAYVIEW,BYV,1976,787,195,4.04,
WINSTON HEIGHTS/MOUNTVIEW,WIN,1987,3746,1572,2.38,
BELTLINE,BLN,1991,15750,9810,1.61,Combined communities of CONNAUGHT (CON) and VICTORIA PARK (VIC)
WESTGATE,WGT,1979,3525,1078,3.27,
INGLEWOOD,ING,2003,3174,1645,1.93,
OGDEN,OGD,2002,9591,3653,2.63,
GREENWOOD/GREENBRIAR,GRE,2015,957,482,1.99,
ABBEYDALE,ABB,2003,6400,1961,3.26,
SCENIC ACRES,SCE,1992,4984,1446,3.45,
KELVIN GROVE,KEL,2001,2232,892,2.5,
COUNTRY HILLS VILLAGE,CHV,2001,81,51,1.59,
BRIDGELAND/RIVERSIDE,BRD,1983,4860,2325,2.09,
RAMSAY,RAM,1970,2961,1021,2.9,
PALLISER,PAL,2011,3301,1664,1.98,
CHAPARRAL,CHA,2015,13000,4093,3.18,
BONAVISTA DOWNS,BDO,2004,1021,363,2.81,
MACEWAN GLEN,MAC,1976,0,0,0,
VARSITY,VAR,2001,12278,5095,2.41,
MARLBOROUGH PARK,MPK,1983,9392,2680,3.5,
WEST HILLHURST,WHL,2016,6449,2764,2.33,
SADDLE RIDGE,SAD,1976,291,72,4.04,
CEDARBRAE,CED,1972,63,17,3.71,
UNIVERSITY HEIGHTS,UNI,2014,3016,1342,2.25,
WESTGATE,WGT,1991,3510,1306,2.69,
ABBEYDALE,ABB,1980,2337,736,3.18,
FOREST LAWN,FLN,1977,8477,2527,3.35,
MARLBOROUGH,MRL,2011,8310,2966,2.8,
ALBERT PARK/RADISSON HEIGHTS,ALB,2017,6745,2703,2.5,
GREENVIEW,GRV,2014,2142,1073,2,
DIAMOND COVE,DIA,1990,0,0,0,
RIVERBEND,RIV,1976,74,22,3.36,
VARSITY,VAR,1983,13163,4702,2.8,
SHAGANAPPI,SHG,1998,1728,805,2.15,
QUEENS PARK VILLAGE,QPK,1989,391,181,2.16,
ELBOW PARK,EPK,1970,4048,1186,3.41,
GLENBROOK,GBK,2015,7599,3096,2.45,
EVERGREEN,EVE,2009,18148,6251,2.9,
DALHOUSIE,DAL,1998,9443,3546,2.66,
ALBERT PARK/RADISSON HEIGHTS,ALB,1972,4402,1164,3.78,
PENBROOKE MEADOWS,PEN,1987,9400,2727,3.45,
ROXBORO,ROX,1975,465,169,2.75,
CHINOOK PARK,CHK,2010,1704,574,2.97,
LINCOLN PARK,LPK,1981,32,4,8,
ACADIA,ACA,2015,11053,4870,2.27,
HIDDEN VALLEY,HID,1973,0,0,0,
SILVER SPRINGS,SIL,1972,139,39,3.56,
DALHOUSIE,DAL,1995,9683,3682,2.63,
WOODBINE,WBN,2004,10232,3281,3.12,
CASTLERIDGE,CAS,2006,6216,1831,3.39,
SUNNYSIDE,SSD,1987,3501,2147,1.63,
BRIDGELAND/RIVERSIDE,BRD,1984,4670,2266,2.06,
HILLHURST,HIL,2009,6074,3050,1.99,
CORAL SPRINGS,COR,2000,4869,1191,4.09,
LOWER MOUNT ROYAL,LMR,1977,3193,1903,1.68,
DOUGLASDALE/GLEN,DDG,2001,11590,3803,3.05,
WINDSOR PARK,WND,2011,3858,2257,1.71,
NOLAN HILL,NOL,1971,0,0,0,
MAYLAND HEIGHTS,MAL,1996,6087,2535,2.4,
KILLARNEY/GLENGARRY,KIL,2017,7423,3426,2.17,
CORAL SPRINGS,COR,2003,6141,1460,4.21,
MILLRISE,MLR,1994,4116,1349,3.05,
CITYSCAPE,CSC,2004,0,0,0,
MEADOWLARK PARK,MEA,1990,713,294,2.43,
CORNERSTONE,CNS,2000,0,0,0,
TUXEDO PARK,TUX,1979,4069,1832,2.22,
WINDSOR PARK,WND,2002,3804,2163,1.76,
MCKENZIE LAKE,MCK,2016,13709,4564,3,
CHAPARRAL,CHA,1995,0,0,0,
BRIDGELAND/RIVERSIDE,BRD,1985,4588,2267,2.02,
SHAGANAPPI,SHG,2017,1693,719,2.35,
MAPLE RIDGE,MPL,1968,2040,480,4.25,
CAPITOL HILL,CAP,1969,4511,1561,2.89,
WHITEHORN,WHI,1975,603,192,3.14,
COUNTRY HILLS VILLAGE,CHV,1977,0,0,0,
OAKRIDGE,OAK,2006,6041,2253,2.68,
SPRUCE CLIFF,SPR,1976,3508,1303,2.69,
EAU CLAIRE,EAU,2004,1568,942,1.66,
HIGHWOOD,HIW,1990,2074,880,2.36,
RANCHLANDS,RAN,2002,8117,2924,2.78,
RICHMOND,RIC,1990,3802,1798,2.11,
QUEENSLAND,QLD,1997,5411,1769,3.06,
MAPLE RIDGE,MPL,2005,2047,793,2.58,
SILVERADO,SVO,1969,0,0,0,
BONAVISTA DOWNS,BDO,1975,1130,329,3.43,
ELBOYA,EYA,2007,1707,722,2.36,
GLAMORGAN,GLA,1998,6638,2802,2.37,
SOUTH CALGARY,SOC,2000,3434,1793,1.92,
ROSEMONT,RMT,2016,1240,518,2.39,
WINSTON HEIGHTS/MOUNTVIEW,WIN,1992,3912,1648,2.37,
PARKLAND,PKL,2001,4172,1347,3.1,
ROSSCARROCK,RCK,2002,3371,1482,2.27,
COUGAR RIDGE,CGR,2004,2147,785,2.74,
EAU CLAIRE,EAU,1983,590,402,1.47,
RICHMOND,RIC,1970,4985,1705,2.92,
COVENTRY HILLS,COV,1973,0,0,0,
RICHMOND,RIC,1984,3799,1757,2.16,
GLAMORGAN,GLA,2002,6500,2836,2.29,
SOUTHWOOD,SOW,2003,6409,2559,2.5,
SUNDANCE,SDC,2001,11821,3364,3.51,
SCARBORO/ SUNALTA WEST,SSW,2004,390,162,2.41,
MAYFAIR,MAF,2014,473,153,3.09,
MARLBOROUGH,MRL,1985,9436,2856,3.3,
MONTEREY PARK,MOR,2014,10703,3112,3.44,
WEST SPRINGS,WSP,1970,0,0,0,
MONTGOMERY,MON,1982,4418,1593,2.77,
SILVERADO,SVO,1992,14,5,2.8,
NOLAN HILL,NOL,1969,0,0,0,
GARRISON GREEN,GAG,1993,729,218,3.34,
HAWKWOOD,HAW,1984,1892,580,3.26,
GLENDALE,GDL,1982,2868,962,2.98,
HIDDEN VALLEY,HID,1999,8716,2923,2.98,
WEST SPRINGS,WSP,1986,0,0,0,
TUXEDO PARK,TUX,1989,4160,2072,2.01,
OAKRIDGE,OAK,2015,5759,2251,2.56,
EAGLE RIDGE,EAG,1969,462,79,5.85,
NORTH HAVEN UPPER,NHU,1996,746,246,3.03,
BRIDGELAND/RIVERSIDE,BRD,1991,4781,2402,1.99,
BEL-AIRE,BEL,1993,477,155,3.08,
CAMBRIAN HEIGHTS,CAM,2007,2060,872,2.36,
SPRUCE CLIFF,SPR,1980,3365,1326,2.54,
BRAESIDE,BRA,2005,6133,2471,2.48,
EVANSTON,EVN,1986,0,0,0,
AUBURN BAY,AUB,2012,7193,2467,2.92,
NORTH GLENMORE PARK,NGM,1985,2749,962,2.86,
GARRISON WOODS,GAW,1979,0,0,0,
SETON,SET,1983,0,0,0,
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,1969,2873,749,3.84,
RICHMOND,RIC,2006,3830,1889,2.03,
BELVEDERE,BVD,2010,0,0,0,
QUEENS PARK VILLAGE,QPK,2004,357,179,1.99,
PINERIDGE,PIN,1970,56,15,3.73,
SILVER SPRINGS,SIL,2004,9438,3443,2.74,
TARADALE,TAR,1987,716,206,3.48,
WOODBINE,WBN,1989,10308,3030,3.4,
WOODLANDS,WOO,1968,66,5,13.2,
VARSITY,VAR,1999,12548,5187,2.42,
SKYVIEW RANCH,SKR,1996,0,0,0,
CORNERSTONE,CNS,1995,0,0,0,
MAPLE RIDGE,MPL,1985,2670,800,3.34,
ROCKY RIDGE,ROC,2004,4487,1700,2.64,
ABBEYDALE,ABB,1991,6786,1881,3.61,
SPRUCE CLIFF,SPR,1975,3587,1303,2.75,
BONAVISTA DOWNS,BDO,1983,1216,361,3.37,
CITADEL,CIT,1974,0,0,0,
EVANSTON,EVN,2000,31,9,3.44,
TARADALE,TAR,1990,1125,341,3.3,
CAPITOL HILL,CAP,2005,3947,2005,1.97,
WINSTON HEIGHTS/MOUNTVIEW,WIN,1985,3772,1521,2.48,
COUGAR RIDGE,CGR,1980,0,0,0,
CORNERSTONE,CNS,2010,0,0,0,
SPRINGBANK HILL,SPH,1968,0,0,0,
COPPERFIELD,CPF,1980,0,0,0,
BELVEDERE,BVD,1983,0,0,0,
COUGAR RIDGE,CGR,2012,5874,1878,3.13,
HIGHWOOD,HIW,1979,2596,875,2.97,
NORTH HAVEN UPPER,NHU,2017,620,241,2.57,
COUNTRY HILLS,COU,1982,0,0,0,
WHITEHORN,WHI,2000,12257,3399,3.61,
EVERGREEN,EVE,2006,11475,4163,2.76,
WALDEN,WAL,1989,0,0,0,
SETON,SET,1978,0,0,0,
WEST SPRINGS,WSP,2004,3899,1369,2.85,
MCKENZIE TOWNE,MCT,1992,0,0,0,
SUNNYSIDE,SSD,1997,3656,2210,1.65,
WOODLANDS,WOO,1988,6262,2074,3.02,
ROXBORO,ROX,2009,428,154,2.78,
ROSEMONT,RMT,2007,1270,530,2.4,
HARVEST HILLS,HAR,1995,2358,807,2.92,
SOUTH CALGARY,SOC,1989,3210,1595,2.01,
PALLISER,PAL,2001,3275,1618,2.02,
MAPLE RIDGE,MPL,1998,2187,808,2.71,
MCKENZIE TOWNE,MCT,1989,0,0,0,
SPRINGBANK HILL,SPH,1978,0,0,0,
EVANSTON,EVN,1998,18,6,3,
GLAMORGAN,GLA,1985,6613,2621,2.52,
SOMERSET,SOM,2016,8596,3061,2.81,
VARSITY,VAR,1976,11152,3170,3.52,
SCARBORO/ SUNALTA WEST,SSW,2000,417,164,2.54,
MAHOGANY,MAH,1969,0,0,0,
COACH HILL,COA,1989,2899,1110,2.61,
QUEENSLAND,QLD,1991,5947,1778,3.34,
GREENWOOD/GREENBRIAR,GRE,1981,1116,469,2.38,
OGDEN,OGD,2004,8860,3585,2.47,
BANKVIEW,BNK,2005,4982,3112,1.6,
UNIVERSITY DISTRICT,UND,1972,0,0,0,
WOODBINE,WBN,1997,10694,3307,3.23,
MAYFAIR,MAF,1992,559,187,2.99,
WOODBINE,WBN,1981,2118,718,2.95,
SUNALTA,SNA,2005,3227,1922,1.68,
LAKEVIEW,LKV,1984,6647,2266,2.93,
HUNTINGTON HILLS,HUN,2000,14617,5287,2.76,
BAYVIEW,BYV,2015,648,240,2.7,
WOODBINE,WBN,1984,6375,1982,3.22,
BELTLINE,BLN,1973,14484,8117,1.78,Combined communities of CONNAUGHT (CON) and VICTORIA PARK (VIC)
SIGNAL HILL,SIG,1979,36,12,3,
SCARBORO,SCA,1993,891,336,2.65,
MEADOWLARK PARK,MEA,1996,658,292,2.25,
SCENIC ACRES,SCE,1971,0,0,0,
RIDEAU PARK,RID,2007,649,325,2,
PARKHILL,PKH,1972,1631,574,2.84,
HARVEST HILLS,HAR,1978,0,0,0,
AUBURN BAY,AUB,1970,0,0,0,
ROCKY RIDGE,ROC,1976,0,0,0,
FALCONRIDGE,FAL,2003,10423,3137,3.32,
CAMBRIAN HEIGHTS,CAM,1988,2200,895,2.46,
VALLEY RIDGE,VAL,1980,0,0,0,
RUNDLE,RUN,1976,3182,943,3.37,
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,1992,2670,881,3.03,
POINT MCKAY,POI,2006,1344,818,1.64,
UNIVERSITY HEIGHTS,UNI,1990,2960,1295,2.29,
OGDEN,OGD,1983,11071,3643,3.04,
WESTGATE,WGT,2002,3285,1331,2.47,
MARLBOROUGH PARK,MPK,1982,9735,2744,3.55,
MANCHESTER,MAN,1987,268,163,1.64,
MAYLAND HEIGHTS,MAL,2008,5986,2672,2.24,
NEW BRIGHTON,NEB,1991,0,0,0,
ELBOYA,EYA,1990,1685,726,2.32,
WEST HILLHURST,WHL,1972,6283,2160,2.91,
MAHOGANY,MAH,1981,0,0,0,
ELBOW PARK,EPK,2012,3377,1123,3.01,
BRENTWOOD,BRE,2017,7132,3105,2.3,
MONTEREY PARK,MOR,2013,10689,3098,3.45,
PARKHILL,PKH,1995,1367,684,2,
SCARBORO/ SUNALTA WEST,SSW,2010,355,150,2.37,
NOLAN HILL,NOL,1985,0,0,0,
RENFREW,REN,2001,5508,2782,1.98,
WEST HILLHURST,WHL,1979,5202,2185,2.38,
SOUTH CALGARY,SOC,1987,3172,1610,1.97,
CHAPARRAL,CHA,1993,0,0,0,
ASPEN WOODS,ASP,1972,0,0,0,
MCKENZIE TOWNE,MCT,1970,0,0,0,
CHINATOWN,CHN,2005,1248,743,1.68,
SILVERADO,SVO,1993,12,5,2.4,
DALHOUSIE,DAL,1978,9470,2817,3.36,
MISSION,MIS,2013,4297,3027,1.42,
MISSION,MIS,2008,4159,2889,1.44,
WOODLANDS,WOO,1977,247,58,4.26,
RIDEAU PARK,RID,2012,636,313,2.03,
WESTGATE,WGT,1981,3352,1083,3.1,
MARLBOROUGH PARK,MPK,1972,0,0,0,
GLENBROOK,GBK,2017,7209,3096,2.33,
BRITANNIA,BRT,2016,717,289,2.48,
SHAGANAPPI,SHG,1981,1819,802,2.27,
CITADEL,CIT,2008,10127,3434,2.95,
CANYON MEADOWS,CAN,1989,8670,2883,3.01,
EVERGREEN,EVE,1971,0,0,0,
WOODBINE,WBN,1982,4784,1582,3.02,
DOWNTOWN EAST VILLAGE,DNE,2014,2705,1111,2.43,
ERIN WOODS,ERI,1978,0,0,0,
BRIDGELAND/RIVERSIDE,BRD,1997,4546,2288,1.99,
WOODBINE,WBN,2016,8998,3320,2.71,
SILVERADO,SVO,1971,0,0,0,
MARLBOROUGH PARK,MPK,1997,9171,2820,3.25,
SHAWNESSY,SHN,1992,6336,1999,3.17,
ROCKY RIDGE,ROC,1995,125,45,2.78,
CORNERSTONE,CNS,1972,0,0,0,
ROCKY RIDGE,ROC,2016,8268,2999,2.76,
MARTINDALE,MRT,1975,0,0,0,
SOUTHVIEW,SOV,1996,2272,858,2.65,
COUGAR RIDGE,CGR,1989,0,0,0,
COACH HILL,COA,1978,77,26,2.96,
PATTERSON,PAT,1994,1872,895,2.09,
BRAESIDE,BRA,2017,5960,2490,2.39,
ROYAL OAK,ROY,2011,10979,3753,2.93,
BEL-AIRE,BEL,1974,516,135,3.82,
MARLBOROUGH,MRL,1992,9276,2944,3.15,
DOUGLASDALE/GLEN,DDG,1987,379,112,3.38,
MEADOWLARK PARK,MEA,1982,804,293,2.74,
MCKENZIE LAKE,MCK,2017,13616,4589,2.97,
NORTH HAVEN UPPER,NHU,2002,684,244,2.8,
CAPITOL HILL,CAP,1968,4457,1537,2.9,
BANKVIEW,BNK,1979,4698,2561,1.83,
LAKEVIEW,LKV,1985,6539,2287,2.86,
GLENDALE,GDL,1994,2839,1083,2.62,
EDGEMONT,EDG,1984,5025,1565,3.21,
BANFF TRAIL,BNF,1982,3514,1523,2.31,
MISSION,MIS,2010,4253,2978,1.43,
ALBERT PARK/RADISSON HEIGHTS,ALB,1991,6491,2304,2.82,
RED CARPET,RED,2014,1705,895,1.91,
DOVER,DOV,1981,11642,3385,3.44,
BELTLINE,BLN,2012,19681,12466,1.58,
ROCKY RIDGE,ROC,1993,132,50,2.64,
BRIDGELAND/RIVERSIDE,BRD,2001,4768,2270,2.1,
CHARLESWOOD/COLLINGWOOD,,1983,6841,2342,2.92,Combined communities of CHARLESWOOD (CHW) and COLLINGWOOD (COL)
PANORAMA HILLS,PAN,2002,3588,1078,3.33,
NORTH HAVEN,NHV,2004,2394,923,2.59,
SILVERADO,SVO,1984,0,0,0,
FAIRVIEW,FAI,2013,3789,1584,2.39,
ELBOW PARK,EPK,1990,3336,1183,2.82,
CITYSCAPE,CSC,1991,0,0,0,
NORTH HAVEN,NHV,2017,2376,960,2.48,
FAIRVIEW,FAI,2008,3609,1539,2.35,
CORNERSTONE,CNS,1986,0,0,0,
CEDARBRAE,CED,1978,2606,738,3.53,
FALCONRIDGE,FAL,2000,10643,3177,3.35,
BOWNESS,BOW,1986,12317,4711,2.61,
TUSCANY,TUS,2008,17205,6015,2.86,
OGDEN,OGD,1992,10601,3702,2.86,
WEST HILLHURST,WHL,1984,5011,2317,2.16,
VALLEY RIDGE,VAL,1973,0,0,0,
BELVEDERE,BVD,1969,0,0,0,
SILVERADO,SVO,1979,0,0,0,
MAYFAIR,MAF,2001,532,173,3.08,
POINT MCKAY,POI,1988,1402,768,1.83,
CHINOOK PARK,CHK,1995,1710,572,2.99,
MCKENZIE TOWNE,MCT,2006,10092,4060,2.49,
WILLOW PARK,WIL,2009,5296,2229,2.38,
SHERWOOD,SHW,2009,1553,424,3.66,
CITYSCAPE,CSC,1974,0,0,0,
CORNERSTONE,CNS,1981,0,0,0,
SHAWNEE SLOPES,SHS,1989,728,244,2.98,
SUNNYSIDE,SSD,1971,3516,1432,2.46,
RICHMOND,RIC,1978,3840,1624,2.36,
PARKLAND,PKL,1995,4479,1344,3.33,
CITYSCAPE,CSC,1993,0,0,0,
COVENTRY HILLS,COV,1968,0,0,0,
FALCONRIDGE,FAL,2011,10043,3220,3.12,
FALCONRIDGE,FAL,1986,8434,2551,3.31,
TUXEDO PARK,TUX,1991,4200,2110,1.99,
BAYVIEW,BYV,1984,815,241,3.38,
MARTINDALE,MRT,1976,0,0,0,
PARKHILL,PKH,1981,1296,570,2.27,
CHINATOWN,CHN,2003,1246,739,1.69,
MCKENZIE TOWNE,MCT,2013,17168,6672,2.57,
CORAL SPRINGS,COR,2010,5899,1468,4.02,
FOREST LAWN,FLN,1998,8432,3014,2.8,
EVERGREEN,EVE,1993,504,154,3.27,
MCKENZIE TOWNE,MCT,1968,0,0,0,
GREENVIEW,GRV,1994,2253,1043,2.16,
HILLHURST,HIL,2004,5578,2727,2.05,
RUTLAND PARK,RUT,2014,2276,949,2.4,
DOWNTOWN WEST END,DNW,2011,2483,1537,1.62,
WINSTON HEIGHTS/MOUNTVIEW,WIN,1970,4972,1521,3.27,
CRESTMONT,CRM,1976,0,0,0,
WINSTON HEIGHTS/MOUNTVIEW,WIN,1968,4458,1316,3.39,
COPPERFIELD,CPF,2011,7162,2557,2.8,
WHITEHORN,WHI,1968,3,1,3,
MAPLE RIDGE,MPL,1990,2414,805,3,
CHINATOWN,CHN,1974,620,274,2.26,
SOUTHVIEW,SOV,2015,1874,787,2.38,
COACH HILL,COA,1996,3059,1238,2.47,
WINSTON HEIGHTS/MOUNTVIEW,WIN,1994,3833,1633,2.35,
ASPEN WOODS,ASP,1983,0,0,0,
MONTGOMERY,MON,2004,3801,1556,2.44,
DOWNTOWN EAST VILLAGE,DNE,2010,2634,923,2.85,
FOREST HEIGHTS,FHT,2004,6248,2030,3.08,
SIGNAL HILL,SIG,2005,14117,5190,2.72,
ERIN WOODS,ERI,2017,6974,2400,2.91,
SANDSTONE VALLEY,SAN,2017,5965,2091,2.85,
MILLRISE,MLR,2006,6509,2288,2.84,
UNIVERSITY OF CALGARY,UOC,2014,2841,854,3.33,
UNIVERSITY OF CALGARY,UOC,1972,1416,253,5.6,
KELVIN GROVE,KEL,1993,2170,846,2.57,
WOODBINE,WBN,2009,9557,3316,2.88,
FAIRVIEW,FAI,1996,3744,1518,2.47,
SHERWOOD,SHW,1971,0,0,0,
LINCOLN PARK,LPK,1998,1314,589,2.23,
EVERGREEN,EVE,1984,39,16,2.44,
MONTGOMERY,MON,1987,4033,1597,2.53,
BONAVISTA DOWNS,BDO,1970,0,0,0,
EDGEMONT,EDG,2006,16955,5363,3.16,
VALLEY RIDGE,VAL,1968,0,0,0,
HAWKWOOD,HAW,1988,4323,1285,3.36,
MILLRISE,MLR,1988,2495,808,3.09,
DOVER,DOV,1980,11189,3263,3.43,
SKYVIEW RANCH,SKR,2007,0,0,0,
EDGEMONT,EDG,2010,16190,5303,3.05,
MAHOGANY,MAH,1971,0,0,0,
LAKEVIEW,LKV,1974,7836,2025,3.87,
DOWNTOWN WEST END,DNW,1984,244,178,1.37,
VISTA HEIGHTS,VIS,2014,2336,825,2.83,
CRESCENT HEIGHTS,CRE,1975,5371,2608,2.06,
MARLBOROUGH,MRL,2000,8735,3014,2.9,
SKYVIEW RANCH,SKR,1979,0,0,0,
PARKDALE,PKD,2010,2252,898,2.51,
CASTLERIDGE,CAS,1985,4864,1481,3.28,
PANORAMA HILLS,PAN,2014,25130,7719,3.26,
BRIDGELAND/RIVERSIDE,BRD,1996,4553,2206,2.06,
CRESCENT HEIGHTS,CRE,2015,6380,3405,1.87,
SOUTHWOOD,SOW,1986,6929,2456,2.82,
DOWNTOWN COMMERCIAL CORE,DNC,1972,5839,3587,1.63,
APPLEWOOD PARK,APP,1975,0,0,0,
SILVERADO,SVO,2003,36,15,2.4,
HAMPTONS,HAM,1985,0,0,0,
BRAESIDE,BRA,2006,6182,2517,2.46,
MIDNAPORE,MID,1996,7353,2479,2.97,
LAKE BONAVISTA,LKB,2009,10813,3977,2.72,
FOREST HEIGHTS,FHT,1998,6795,2037,3.34,
OGDEN,OGD,2009,8692,3654,2.38,
MAYFAIR,MAF,2002,556,181,3.07,
SETON,SET,2016,0,0,0,
WOODLANDS,WOO,1999,7125,2373,3,
ASPEN WOODS,ASP,1992,0,0,0,
CHAPARRAL,CHA,2009,10537,3273,3.22,
BANFF TRAIL,BNF,1988,3400,1580,2.15,
DEER RUN,DRN,2005,5845,2067,2.83,
BELVEDERE,BVD,1986,0,0,0,
ALBERT PARK/RADISSON HEIGHTS,ALB,2009,6047,2447,2.47,
MONTGOMERY,MON,1985,3950,1558,2.54,
COUNTRY HILLS,COU,2009,3684,1412,2.61,
PARKDALE,PKD,1995,1697,824,2.06,
MOUNT PLEASANT,MOP,1976,4909,2065,2.38,
ROYAL OAK,ROY,1992,62,25,2.48,
DALHOUSIE,DAL,1979,10554,3336,3.16,
HAYSBORO,HAY,1976,7214,2237,3,
BRITANNIA,BRT,1984,779,319,2.44,
WEST SPRINGS,WSP,1985,0,0,0,
HARVEST HILLS,HAR,1974,0,0,0,
ALTADORE,ALT,2001,6312,2892,2.18,
CRESCENT HEIGHTS,CRE,1986,5515,3192,1.73,
ASPEN WOODS,ASP,1976,0,0,0,
PENBROOKE MEADOWS,PEN,2006,8382,2853,2.94,
HUNTINGTON HILLS,HUN,1977,14794,4131,3.58,
BRITANNIA,BRT,1971,1038,313,3.32,
LINCOLN PARK,LPK,1974,53,7,7.57,
FALCONRIDGE,FAL,1979,0,0,0,
MONTEREY PARK,MOR,1984,0,0,0,
APPLEWOOD PARK,APP,1995,2716,804,3.38,
DOVER,DOV,1971,2046,562,3.64,
SOMERSET,SOM,2001,5872,2068,2.84,
MAYLAND HEIGHTS,MAL,1988,6250,2422,2.58,
TUSCANY,TUS,1995,51,14,3.64,
KILLARNEY/GLENGARRY,KIL,1989,5484,2606,2.1,
SILVER SPRINGS,SIL,1981,10208,3180,3.21,
VALLEY RIDGE,VAL,1991,0,0,0,
SHERWOOD,SHW,2004,0,0,0,
VISTA HEIGHTS,VIS,2008,2110,752,2.81,
SCARBORO,SCA,1985,919,333,2.76,
ROCKY RIDGE,ROC,1980,0,0,0,
SILVER SPRINGS,SIL,1996,10236,3447,2.97,
DOWNTOWN COMMERCIAL CORE,DNC,1969,3643,2086,1.75,
CHARLESWOOD/COLLINGWOOD,,2006,5828,2371,2.46,Combined communities of CHARLESWOOD (CHW) and COLLINGWOOD (COL)
POINT MCKAY,POI,1991,1445,806,1.79,
WINSTON HEIGHTS/MOUNTVIEW,WIN,2011,3760,1727,2.18,
SIGNAL HILL,SIG,1970,86,25,3.44,
KINGSLAND,KIN,2012,4513,2274,1.98,
SCENIC ACRES,SCE,1980,0,0,0,
HAYSBORO,HAY,2001,6074,2732,2,
SCARBORO/ SUNALTA WEST,SSW,2002,386,162,2.38,
ALTADORE,ALT,2014,9518,4200,2.27,
DOUGLASDALE/GLEN,DDG,1984,0,0,0,
GREENVIEW,GRV,2003,2094,1037,2.02,
LINCOLN PARK,LPK,2015,2726,1368,1.99,
BEL-AIRE,BEL,2011,449,149,3.01,
ALTADORE,ALT,1986,6532,2669,2.45,
THORNCLIFFE,THO,2013,8836,3661,2.41,
CHINATOWN,CHN,1980,612,362,1.69,
FALCONRIDGE,FAL,1985,8307,2517,3.3,
WHITEHORN,WHI,1983,9772,2873,3.4,
QUEENSLAND,QLD,1981,5761,1597,3.61,
HARVEST HILLS,HAR,1992,705,221,3.19,
NORTH HAVEN,NHV,2012,2288,940,2.43,
CAMBRIAN HEIGHTS,CAM,2003,2092,877,2.39,
MARTINDALE,MRT,2015,15055,4042,3.72,
WOODBINE,WBN,2008,9501,3296,2.88,
KINCORA,KCA,1978,0,0,0,
HIGHWOOD,HIW,1995,2136,886,2.41,
INGLEWOOD,ING,2016,3865,2032,1.9,
RED CARPET,RED,1968,12,4,3,
HAYSBORO,HAY,2000,6080,2746,2,
DOUGLASDALE/GLEN,DDG,1976,0,0,0,
HAYSBORO,HAY,2009,6435,3065,2,
EVERGREEN,EVE,1988,29,15,1.93,
WALDEN,WAL,1973,0,0,0,
MARLBOROUGH PARK,MPK,2011,8278,2874,2.88,
EDGEMONT,EDG,1975,0,0,0,
EAGLE RIDGE,EAG,1981,566,108,5.24,
ROSEMONT,RMT,1987,1213,519,2.34,
CASTLERIDGE,CAS,2003,6244,1819,3.43,
BANFF TRAIL,BNF,2010,3626,1645,2.2,
LAKE BONAVISTA,LKB,1972,4851,1160,4.18,
TARADALE,TAR,2006,9950,2755,3.61,
EAU CLAIRE,EAU,1999,1077,672,1.6,
NORTH HAVEN,NHV,1968,2944,688,4.28,
AUBURN BAY,AUB,1985,16,5,3.2,
RAMSAY,RAM,2000,2131,1040,2.05,
LAKE BONAVISTA,LKB,1971,2687,649,4.14,
LEGACY,LEG,2001,0,0,0,
SUNDANCE,SDC,1985,2113,700,3.02,
LEGACY,LEG,1987,0,0,0,
LAKE BONAVISTA,LKB,1975,10303,2530,4.07,
DOVER,DOV,1979,10672,3017,3.54,
DEER RIDGE,DRG,1975,0,0,0,
RUNDLE,RUN,2006,11246,3587,3.14,
SOMERSET,SOM,1969,0,0,0,
SHAWNEE SLOPES,SHS,1995,1428,476,3,
GLENDALE,GDL,1997,2856,1093,2.61,
SOMERSET,SOM,1999,4209,1463,2.88,
BRIDLEWOOD,BRI,2003,5442,1881,2.89,
WHITEHORN,WHI,1984,10270,3005,3.42,
HILLHURST,HIL,1977,5300,2487,2.13,
PENBROOKE MEADOWS,PEN,2004,8490,2754,3.08,
MAYFAIR,MAF,1971,784,181,4.33,
BEL-AIRE,BEL,1980,513,138,3.72,
ROSEDALE,RDL,1974,1631,661,2.47,
KELVIN GROVE,KEL,2008,2330,876,2.66,
PALLISER,PAL,1992,3128,1423,2.2,
POINT MCKAY,POI,1986,1486,780,1.91,
ROSEDALE,RDL,1971,1743,676,2.58,
RAMSAY,RAM,1968,3001,1016,2.95,
QUEENS PARK VILLAGE,QPK,2012,415,178,2.33,
PUMP HILL,PUM,1974,193,19,10.16,
ROXBORO,ROX,2017,390,143,2.73,
GARRISON WOODS,GAW,1999,0,0,0,
BRITANNIA,BRT,1992,755,313,2.41,
BEDDINGTON HEIGHTS,BED,1989,13054,4051,3.22,
CANYON MEADOWS,CAN,1968,129,28,4.61,
ABBEYDALE,ABB,2002,6574,1963,3.35,
CAMBRIAN HEIGHTS,CAM,1974,2941,865,3.4,
CAMBRIAN HEIGHTS,CAM,1977,2737,867,3.16,
HIGHLAND PARK,HPK,2015,4139,2012,2.06,
COUNTRY HILLS,COU,1993,370,106,3.49,
NOLAN HILL,NOL,1979,0,0,0,
GREENWOOD/GREENBRIAR,GRE,1993,990,459,2.16,
